Id,Label,timeset,interval,name,type,street,city,st,zip,phone,latitude,longitude,background_map_node,lat,lng
bckm_22525,,,,,,,,,,,,,true,44.063326,-69.067505
bckm_22524,,,,,,,,,,,,,true,44.579721,-68.795273
bckm_22523,,,,,,,,,,,,,true,44.306383,-68.615829
bckm_22522,,,,,,,,,,,,,true,44.317774,-68.547501
bckm_22521,,,,,,,,,,,,,true,44.418886,-68.559158
bckm_22520,,,,,,,,,,,,,true,44.465883,-68.321152
bckm_22519,,,,,,,,,,,,,true,44.460276,-68.108612
bckm_22518,,,,,,,,,,,,,true,44.346941,-68.047501
bckm_22517,,,,,,,,,,,,,true,44.546946,-67.775284
bckm_22516,,,,,,,,,,,,,true,44.550272,-67.565277
bckm_22515,,,,,,,,,,,,,true,44.666101,-67.551102
bckm_22514,,,,,,,,,,,,,true,44.661936,-67.186935
bckm_22513,,,,,,,,,,,,,true,44.83111,-66.968887
bckm_22512,,,,,,,,,,,,,true,45.183039,-67.206543
bckm_22511,,,,,,,,,,,,,true,45.701105,-67.799164
bckm_22510,,,,,,,,,,,,,true,47.069994,-67.794998
bckm_22509,,,,,,,,,,,,,true,47.471376,-69.232498
bckm_22508,,,,,,,,,,,,,true,45.238604,-70.878601
bckm_22507,,,,,,,,,,,,,true,44.986658,-74.990829
bckm_22506,,,,,,,,,,,,,true,43.633608,-76.801941
bckm_22505,,,,,,,,,,,,,true,43.629435,-78.724716
bckm_22504,,,,,,,,,,,,,true,43.465548,-79.184723
bckm_22503,,,,,,,,,,,,,true,42.819994,-78.986938
bckm_22502,,,,,,,,,,,,,true,41.683878,-82.696655
bckm_22501,,,,,,,,,,,,,true,42.046106,-83.16861
bckm_22500,,,,,,,,,,,,,true,42.618883,-82.521393
bckm_22499,,,,,,,,,,,,,true,43.585268,-82.13028
bckm_22498,,,,,,,,,,,,,true,45.355829,-82.54306
bckm_22497,,,,,,,,,,,,,true,45.827219,-83.597778
bckm_22496,,,,,,,,,,,,,true,46.105272,-83.577499
bckm_22495,,,,,,,,,,,,,true,46.071665,-83.958893
bckm_22494,,,,,,,,,,,,,true,46.531939,-84.126389
bckm_22493,,,,,,,,,,,,,true,46.466387,-84.565002
bckm_22492,,,,,,,,,,,,,true,46.902216,-84.856949
bckm_22491,,,,,,,,,,,,,true,48.312212,-88.368057
bckm_22490,,,,,,,,,,,,,true,47.979715,-89.356659
bckm_22489,,,,,,,,,,,,,true,48.237497,-90.868607
bckm_22488,,,,,,,,,,,,,true,48.041109,-91.418335
bckm_22487,,,,,,,,,,,,,true,48.623323,-92.953064
bckm_22486,,,,,,,,,,,,,true,48.724436,-94.605835
bckm_22485,,,,,,,,,,,,,true,49.359163,-95.078064
bckm_22484,,,,,,,,,,,,,true,48.973879,-123.053329
bckm_22483,,,,,,,,,,,,,true,48.999437,-123.034317
bckm_22482,,,,,,,,,,,,,true,48.999437,-123.09375
bckm_22481,,,,,,,,,,,,,true,48.973879,-123.053329
bckm_22480,,,,,,,,,,,,,true,48.711664,-122.922501
bckm_22479,,,,,,,,,,,,,true,48.603609,-123.010277
bckm_22478,,,,,,,,,,,,,true,48.651384,-122.749161
bckm_22477,,,,,,,,,,,,,true,48.711664,-122.922501
bckm_22476,,,,,,,,,,,,,true,48.4461,-123
bckm_22475,,,,,,,,,,,,,true,48.529718,-122.995003
bckm_22474,,,,,,,,,,,,,true,48.592218,-123.178329
bckm_22473,,,,,,,,,,,,,true,48.4461,-123
bckm_22472,,,,,,,,,,,,,true,48.416941,-122.816673
bckm_22471,,,,,,,,,,,,,true,48.564157,-122.876663
bckm_22470,,,,,,,,,,,,,true,48.457773,-122.936111
bckm_22469,,,,,,,,,,,,,true,48.416941,-122.816673
bckm_22468,,,,,,,,,,,,,true,48.309717,-122.50473
bckm_22467,,,,,,,,,,,,,true,48.233881,-122.757782
bckm_22466,,,,,,,,,,,,,true,47.919443,-122.372223
bckm_22465,,,,,,,,,,,,,true,48.309717,-122.50473
bckm_22464,,,,,,,,,,,,,true,47.349718,-122.482224
bckm_22463,,,,,,,,,,,,,true,47.394716,-122.381104
bckm_22462,,,,,,,,,,,,,true,47.518328,-122.450562
bckm_22461,,,,,,,,,,,,,true,47.349718,-122.482224
bckm_22460,,,,,,,,,,,,,true,47.206942,-122.843063
bckm_22459,,,,,,,,,,,,,true,47.312494,-122.845551
bckm_22458,,,,,,,,,,,,,true,47.297495,-122.902222
bckm_22457,,,,,,,,,,,,,true,47.206942,-122.843063
bckm_22456,,,,,,,,,,,,,true,46.431108,-123.938049
bckm_22455,,,,,,,,,,,,,true,46.515276,-123.972504
bckm_22454,,,,,,,,,,,,,true,46.469156,-123.983063
bckm_22453,,,,,,,,,,,,,true,46.431108,-123.949158
bckm_22452,,,,,,,,,,,,,true,46.431108,-123.938049
bckm_22451,,,,,,,,,,,,,true,44.237215,-68.320847
bckm_22450,,,,,,,,,,,,,true,44.345545,-68.168335
bckm_22449,,,,,,,,,,,,,true,44.452776,-68.263062
bckm_22448,,,,,,,,,,,,,true,44.319994,-68.428329
bckm_22447,,,,,,,,,,,,,true,44.237215,-68.320847
bckm_22446,,,,,,,,,,,,,true,44.168886,-68.650833
bckm_22445,,,,,,,,,,,,,true,44.285273,-68.66806
bckm_22444,,,,,,,,,,,,,true,44.228876,-68.72139
bckm_22443,,,,,,,,,,,,,true,44.168886,-68.650833
bckm_22442,,,,,,,,,,,,,true,44.048052,-68.803329
bckm_22441,,,,,,,,,,,,,true,44.094995,-68.76445
bckm_22440,,,,,,,,,,,,,true,44.12388,-68.898056
bckm_22439,,,,,,,,,,,,,true,44.048052,-68.803329
bckm_22438,,,,,,,,,,,,,true,41.458605,-71.297501
bckm_22437,,,,,,,,,,,,,true,41.654161,-71.222504
bckm_22436,,,,,,,,,,,,,true,41.459162,-71.358337
bckm_22435,,,,,,,,,,,,,true,41.458605,-71.297501
bckm_22434,,,,,,,,,,,,,true,41.357218,-70.506393
bckm_22433,,,,,,,,,,,,,true,41.473879,-70.617218
bckm_22432,,,,,,,,,,,,,true,41.359995,-70.838058
bckm_22431,,,,,,,,,,,,,true,41.357218,-70.506393
bckm_22430,,,,,,,,,,,,,true,41.328051,-69.994995
bckm_22429,,,,,,,,,,,,,true,41.283609,-70.234161
bckm_22428,,,,,,,,,,,,,true,41.250277,-69.993881
bckm_22427,,,,,,,,,,,,,true,41.328051,-69.994995
bckm_22426,,,,,,,,,,,,,true,41.125269,-72.262222
bckm_22425,,,,,,,,,,,,,true,40.625826,-74.032501
bckm_22424,,,,,,,,,,,,,true,40.596102,-73.582779
bckm_22423,,,,,,,,,,,,,true,41.069162,-71.85611
bckm_22422,,,,,,,,,,,,,true,40.91305,-72.621109
bckm_22421,,,,,,,,,,,,,true,41.125269,-72.262222
bckm_22420,,,,,,,,,,,,,true,40.635271,-73.223328
bckm_22419,,,,,,,,,,,,,true,40.766108,-72.766663
bckm_22418,,,,,,,,,,,,,true,40.633883,-73.294724
bckm_22417,,,,,,,,,,,,,true,40.635271,-73.223328
bckm_22416,,,,,,,,,,,,,true,40.511667,-74.220001
bckm_22415,,,,,,,,,,,,,true,40.639437,-74.062775
bckm_22414,,,,,,,,,,,,,true,40.641939,-74.176941
bckm_22413,,,,,,,,,,,,,true,40.511667,-74.220001
bckm_22412,,,,,,,,,,,,,true,39.525553,-74.246948
bckm_22411,,,,,,,,,,,,,true,39.659433,-74.138336
bckm_22410,,,,,,,,,,,,,true,39.750834,-74.099991
bckm_22409,,,,,,,,,,,,,true,39.525553,-74.246948
bckm_22408,,,,,,,,,,,,,true,39.421663,-74.329453
bckm_22407,,,,,,,,,,,,,true,39.474436,-74.348053
bckm_22406,,,,,,,,,,,,,true,39.420744,-74.376251
bckm_22405,,,,,,,,,,,,,true,39.406939,-74.444153
bckm_22404,,,,,,,,,,,,,true,39.382494,-74.394455
bckm_22403,,,,,,,,,,,,,true,39.421663,-74.329453
bckm_22402,,,,,,,,,,,,,true,37.866663,-75.354172
bckm_22401,,,,,,,,,,,,,true,38.263056,-75.121109
bckm_22400,,,,,,,,,,,,,true,37.872217,-75.384171
bckm_22399,,,,,,,,,,,,,true,37.866663,-75.354172
bckm_22398,,,,,,,,,,,,,true,38.055269,-121.801392
bckm_22397,,,,,,,,,,,,,true,38.066668,-121.796387
bckm_22396,,,,,,,,,,,,,true,38.068056,-121.820007
bckm_22395,,,,,,,,,,,,,true,38.055269,-121.801392
bckm_22394,,,,,,,,,,,,,true,37.402773,-75.696655
bckm_22393,,,,,,,,,,,,,true,37.460276,-75.668335
bckm_22392,,,,,,,,,,,,,true,37.390276,-75.710831
bckm_22391,,,,,,,,,,,,,true,37.402773,-75.696655
bckm_22390,,,,,,,,,,,,,true,37.238047,-75.78833
bckm_22389,,,,,,,,,,,,,true,37.298609,-75.785278
bckm_22388,,,,,,,,,,,,,true,37.22777,-75.837509
bckm_22387,,,,,,,,,,,,,true,37.238047,-75.78833
bckm_22386,,,,,,,,,,,,,true,37.112497,-75.906113
bckm_22385,,,,,,,,,,,,,true,37.149164,-75.872498
bckm_22384,,,,,,,,,,,,,true,37.136942,-75.898895
bckm_22383,,,,,,,,,,,,,true,37.112497,-75.906113
bckm_22382,,,,,,,,,,,,,true,35.821383,-75.619446
bckm_22381,,,,,,,,,,,,,true,35.926943,-75.665833
bckm_22380,,,,,,,,,,,,,true,35.94166,-75.723328
bckm_22379,,,,,,,,,,,,,true,35.821383,-75.619446
bckm_22378,,,,,,,,,,,,,true,35.235552,-75.527222
bckm_22377,,,,,,,,,,,,,true,35.777216,-75.512512
bckm_22376,,,,,,,,,,,,,true,35.22555,-75.65361
bckm_22375,,,,,,,,,,,,,true,35.235552,-75.527222
bckm_22374,,,,,,,,,,,,,true,35.074167,-76.010834
bckm_22373,,,,,,,,,,,,,true,35.19388,-75.766953
bckm_22372,,,,,,,,,,,,,true,35.115,-75.98111
bckm_22371,,,,,,,,,,,,,true,35.074167,-76.010834
bckm_22370,,,,,,,,,,,,,true,35.039438,-76.06778
bckm_22369,,,,,,,,,,,,,true,35.061106,-76.039444
bckm_22368,,,,,,,,,,,,,true,35.00194,-76.131104
bckm_22367,,,,,,,,,,,,,true,35.039438,-76.06778
bckm_22366,,,,,,,,,,,,,true,34.585825,-76.531952
bckm_22365,,,,,,,,,,,,,true,34.94166,-76.199722
bckm_22364,,,,,,,,,,,,,true,34.775827,-76.420837
bckm_22363,,,,,,,,,,,,,true,34.585825,-76.531952
bckm_22362,,,,,,,,,,,,,true,34.702219,-76.682495
bckm_22361,,,,,,,,,,,,,true,34.691378,-76.931107
bckm_22360,,,,,,,,,,,,,true,34.650545,-77.098053
bckm_22359,,,,,,,,,,,,,true,34.702219,-76.682495
bckm_22358,,,,,,,,,,,,,true,34.635553,-76.535278
bckm_22357,,,,,,,,,,,,,true,34.664995,-76.559158
bckm_22356,,,,,,,,,,,,,true,34.686106,-76.654724
bckm_22355,,,,,,,,,,,,,true,34.635553,-76.535278
bckm_22354,,,,,,,,,,,,,true,34.084162,-119.868057
bckm_22353,,,,,,,,,,,,,true,33.967211,-119.78833
bckm_22352,,,,,,,,,,,,,true,34.042772,-119.513634
bckm_22351,,,,,,,,,,,,,true,34.084162,-119.868057
bckm_22350,,,,,,,,,,,,,true,34.028605,-120.297783
bckm_22349,,,,,,,,,,,,,true,34.065546,-120.363892
bckm_22348,,,,,,,,,,,,,true,34.036943,-120.438049
bckm_22347,,,,,,,,,,,,,true,34.028605,-120.297783
bckm_22346,,,,,,,,,,,,,true,34.023882,-120.035278
bckm_22345,,,,,,,,,,,,,true,34.006105,-120.226097
bckm_22344,,,,,,,,,,,,,true,33.90555,-120.107498
bckm_22343,,,,,,,,,,,,,true,34.023882,-120.035278
bckm_22342,,,,,,,,,,,,,true,33.85,-77.960831
bckm_22341,,,,,,,,,,,,,true,33.91305,-77.949722
bckm_22340,,,,,,,,,,,,,true,33.874163,-78.016403
bckm_22339,,,,,,,,,,,,,true,33.85,-77.960831
bckm_22338,,,,,,,,,,,,,true,33.309435,-118.301941
bckm_22337,,,,,,,,,,,,,true,33.486658,-118.592215
bckm_22336,,,,,,,,,,,,,true,33.327494,-118.448883
bckm_22335,,,,,,,,,,,,,true,33.309435,-118.301941
bckm_22334,,,,,,,,,,,,,true,33.216661,-119.444153
bckm_22333,,,,,,,,,,,,,true,33.274439,-119.48056
bckm_22332,,,,,,,,,,,,,true,33.28277,-119.566673
bckm_22331,,,,,,,,,,,,,true,33.216661,-119.444153
bckm_22330,,,,,,,,,,,,,true,33.003054,-79.365004
bckm_22329,,,,,,,,,,,,,true,33.067217,-79.336121
bckm_22328,,,,,,,,,,,,,true,33.049997,-79.361115
bckm_22327,,,,,,,,,,,,,true,33.003054,-79.365004
bckm_22326,,,,,,,,,,,,,true,32.816668,-118.406952
bckm_22325,,,,,,,,,,,,,true,32.854715,-118.369164
bckm_22324,,,,,,,,,,,,,true,33.046946,-118.592499
bckm_22323,,,,,,,,,,,,,true,32.816668,-118.406952
bckm_22322,,,,,,,,,,,,,true,30.400831,-86.529175
bckm_22321,,,,,,,,,,,,,true,30.404997,-86.763062
bckm_22320,,,,,,,,,,,,,true,30.332777,-87.292221
bckm_22319,,,,,,,,,,,,,true,30.400831,-86.529175
bckm_22318,,,,,,,,,,,,,true,30.241106,-88.094727
bckm_22317,,,,,,,,,,,,,true,30.273611,-88.107773
bckm_22316,,,,,,,,,,,,,true,30.232775,-88.3125
bckm_22315,,,,,,,,,,,,,true,30.241106,-88.094727
bckm_22314,,,,,,,,,,,,,true,30.19972,-89.081116
bckm_22313,,,,,,,,,,,,,true,30.246675,-89.060516
bckm_22312,,,,,,,,,,,,,true,30.216665,-89.091675
bckm_22311,,,,,,,,,,,,,true,30.19972,-89.081116
bckm_22310,,,,,,,,,,,,,true,30.21472,-88.552216
bckm_22309,,,,,,,,,,,,,true,30.223051,-88.526398
bckm_22308,,,,,,,,,,,,,true,30.244719,-88.754181
bckm_22307,,,,,,,,,,,,,true,30.21472,-88.552216
bckm_22306,,,,,,,,,,,,,true,30.206106,-88.437775
bckm_22305,,,,,,,,,,,,,true,30.212774,-88.428055
bckm_22304,,,,,,,,,,,,,true,30.218885,-88.500565
bckm_22303,,,,,,,,,,,,,true,30.206106,-88.437775
bckm_22302,,,,,,,,,,,,,true,30.040834,-89.31778
bckm_22301,,,,,,,,,,,,,true,30.166666,-89.184998
bckm_22300,,,,,,,,,,,,,true,30.059443,-89.34639
bckm_22299,,,,,,,,,,,,,true,30.040834,-89.31778
bckm_22298,,,,,,,,,,,,,true,29.776388,-88.84584
bckm_22297,,,,,,,,,,,,,true,29.906385,-88.805832
bckm_22296,,,,,,,,,,,,,true,30.060606,-88.868744
bckm_22295,,,,,,,,,,,,,true,29.776388,-88.84584
bckm_22294,,,,,,,,,,,,,true,29.778334,-84.638901
bckm_22293,,,,,,,,,,,,,true,29.819998,-84.573425
bckm_22292,,,,,,,,,,,,,true,29.776945,-84.667221
bckm_22291,,,,,,,,,,,,,true,29.778334,-84.638901
bckm_22290,,,,,,,,,,,,,true,29.771387,-89.285278
bckm_22289,,,,,,,,,,,,,true,29.809164,-89.275558
bckm_22288,,,,,,,,,,,,,true,29.803888,-89.341675
bckm_22287,,,,,,,,,,,,,true,29.771387,-89.285278
bckm_22286,,,,,,,,,,,,,true,29.740831,-89.424164
bckm_22285,,,,,,,,,,,,,true,29.793055,-89.491104
bckm_22284,,,,,,,,,,,,,true,29.73805,-89.488892
bckm_22283,,,,,,,,,,,,,true,29.740831,-89.424164
bckm_22282,,,,,,,,,,,,,true,29.608889,-84.972778
bckm_22281,,,,,,,,,,,,,true,29.758333,-84.692215
bckm_22280,,,,,,,,,,,,,true,29.623888,-85.095001
bckm_22279,,,,,,,,,,,,,true,29.608889,-84.972778
bckm_22278,,,,,,,,,,,,,true,29.692774,-89.428604
bckm_22277,,,,,,,,,,,,,true,29.722773,-89.422501
bckm_22276,,,,,,,,,,,,,true,29.728609,-89.468613
bckm_22275,,,,,,,,,,,,,true,29.692774,-89.428604
bckm_22274,,,,,,,,,,,,,true,29.632219,-85.111115
bckm_22273,,,,,,,,,,,,,true,29.679163,-85.08168
bckm_22272,,,,,,,,,,,,,true,29.685274,-85.198044
bckm_22271,,,,,,,,,,,,,true,29.632219,-85.111115
bckm_22270,,,,,,,,,,,,,true,29.486109,-91.786667
bckm_22269,,,,,,,,,,,,,true,29.634996,-91.856384
bckm_22268,,,,,,,,,,,,,true,29.591665,-92.034439
bckm_22267,,,,,,,,,,,,,true,29.486109,-91.786667
bckm_22266,,,,,,,,,,,,,true,29.521387,-89.080292
bckm_22265,,,,,,,,,,,,,true,29.57361,-89.037216
bckm_22264,,,,,,,,,,,,,true,29.545553,-89.078888
bckm_22263,,,,,,,,,,,,,true,29.521387,-89.080292
bckm_22262,,,,,,,,,,,,,true,29.513887,-89.601105
bckm_22261,,,,,,,,,,,,,true,29.521112,-89.56221
bckm_22260,,,,,,,,,,,,,true,29.55472,-89.565826
bckm_22259,,,,,,,,,,,,,true,29.560556,-89.590286
bckm_22258,,,,,,,,,,,,,true,29.538332,-89.618332
bckm_22257,,,,,,,,,,,,,true,29.513887,-89.601105
bckm_22256,,,,,,,,,,,,,true,29.473051,-89.170546
bckm_22255,,,,,,,,,,,,,true,29.492495,-89.156952
bckm_22254,,,,,,,,,,,,,true,29.46472,-89.219162
bckm_22253,,,,,,,,,,,,,true,29.473051,-89.170546
bckm_22252,,,,,,,,,,,,,true,29.098055,-95.111115
bckm_22251,,,,,,,,,,,,,true,29.308054,-94.784729
bckm_22250,,,,,,,,,,,,,true,29.33861,-94.821396
bckm_22249,,,,,,,,,,,,,true,29.098055,-95.111115
bckm_22248,,,,,,,,,,,,,true,29.310278,-89.860001
bckm_22247,,,,,,,,,,,,,true,29.335276,-89.86972
bckm_22246,,,,,,,,,,,,,true,29.323053,-89.89389
bckm_22245,,,,,,,,,,,,,true,29.310278,-89.860001
bckm_22244,,,,,,,,,,,,,true,29.278612,-89.928329
bckm_22243,,,,,,,,,,,,,true,29.302221,-89.907501
bckm_22242,,,,,,,,,,,,,true,29.2875,-89.935272
bckm_22241,,,,,,,,,,,,,true,29.278612,-89.928329
bckm_22240,,,,,,,,,,,,,true,29.242773,-89.975281
bckm_22239,,,,,,,,,,,,,true,29.268057,-89.955002
bckm_22238,,,,,,,,,,,,,true,29.211943,-90.031113
bckm_22237,,,,,,,,,,,,,true,29.242773,-89.975281
bckm_22236,,,,,,,,,,,,,true,29.057222,-90.335556
bckm_22235,,,,,,,,,,,,,true,29.066942,-90.29834
bckm_22234,,,,,,,,,,,,,true,29.083055,-90.285278
bckm_22233,,,,,,,,,,,,,true,29.057222,-90.335556
bckm_22232,,,,,,,,,,,,,true,29.045,-90.739166
bckm_22231,,,,,,,,,,,,,true,29.073332,-90.642502
bckm_22230,,,,,,,,,,,,,true,29.048609,-90.758347
bckm_22229,,,,,,,,,,,,,true,29.045,-90.739166
bckm_22228,,,,,,,,,,,,,true,29.046133,-90.87265
bckm_22227,,,,,,,,,,,,,true,29.060556,-90.923615
bckm_22226,,,,,,,,,,,,,true,29.060003,-90.950394
bckm_22225,,,,,,,,,,,,,true,29.046133,-90.87265
bckm_22224,,,,,,,,,,,,,true,28.258333,-80.663895
bckm_22223,,,,,,,,,,,,,true,28.590555,-80.625275
bckm_22222,,,,,,,,,,,,,true,28.478331,-80.74028
bckm_22221,,,,,,,,,,,,,true,28.258333,-80.663895
bckm_22220,,,,,,,,,,,,,true,28.402498,-96.360825
bckm_22219,,,,,,,,,,,,,true,28.485552,-96.229996
bckm_22218,,,,,,,,,,,,,true,28.455275,-96.313049
bckm_22217,,,,,,,,,,,,,true,28.402498,-96.360825
bckm_22216,,,,,,,,,,,,,true,28.266668,-96.551941
bckm_22215,,,,,,,,,,,,,true,28.392221,-96.404724
bckm_22214,,,,,,,,,,,,,true,28.092497,-96.813614
bckm_22213,,,,,,,,,,,,,true,28.266668,-96.551941
bckm_22212,,,,,,,,,,,,,true,28.030554,-96.887787
bckm_22211,,,,,,,,,,,,,true,28.134996,-96.867767
bckm_22210,,,,,,,,,,,,,true,27.875277,-97.035828
bckm_22209,,,,,,,,,,,,,true,28.030554,-96.887787
bckm_22208,,,,,,,,,,,,,true,27.218885,-97.382217
bckm_22207,,,,,,,,,,,,,true,27.843889,-97.045546
bckm_22206,,,,,,,,,,,,,true,27.495829,-97.31723
bckm_22205,,,,,,,,,,,,,true,27.218885,-97.382217
bckm_22204,,,,,,,,,,,,,true,27.321112,-82.587509
bckm_22203,,,,,,,,,,,,,true,27.418608,-82.654175
bckm_22202,,,,,,,,,,,,,true,27.425829,-82.680557
bckm_22201,,,,,,,,,,,,,true,27.321112,-82.587509
bckm_22200,,,,,,,,,,,,,true,26.084723,-97.17778
bckm_22199,,,,,,,,,,,,,true,27.20722,-97.383621
bckm_22198,,,,,,,,,,,,,true,26.838224,-97.385757
bckm_22197,,,,,,,,,,,,,true,26.084723,-97.17778
bckm_22196,,,,,,,,,,,,,true,26.716387,-82.263626
bckm_22195,,,,,,,,,,,,,true,26.759443,-82.25528
bckm_22194,,,,,,,,,,,,,true,26.808889,-82.281387
bckm_22193,,,,,,,,,,,,,true,26.716387,-82.263626
bckm_22192,,,,,,,,,,,,,true,26.487776,-82.079453
bckm_22191,,,,,,,,,,,,,true,26.691107,-82.133331
bckm_22190,,,,,,,,,,,,,true,26.699163,-82.179718
bckm_22189,,,,,,,,,,,,,true,26.487776,-82.079453
bckm_22188,,,,,,,,,,,,,true,26.612497,-82.221664
bckm_22187,,,,,,,,,,,,,true,26.698606,-82.255005
bckm_22186,,,,,,,,,,,,,true,26.634996,-82.244995
bckm_22185,,,,,,,,,,,,,true,26.612497,-82.221664
bckm_22184,,,,,,,,,,,,,true,26.449999,-82.126389
bckm_22183,,,,,,,,,,,,,true,26.444998,-82.028885
bckm_22182,,,,,,,,,,,,,true,26.545832,-82.20639
bckm_22181,,,,,,,,,,,,,true,26.449999,-82.126389
bckm_22176,,,,,,,,,,,,,true,25.844721,-81.684158
bckm_22175,,,,,,,,,,,,,true,25.888609,-81.664169
bckm_22174,,,,,,,,,,,,,true,25.888609,-81.714722
bckm_22173,,,,,,,,,,,,,true,25.844721,-81.684158
bckm_22168,,,,,,,,,,,,,true,25.669443,-80.162216
bckm_22167,,,,,,,,,,,,,true,25.733332,-80.156387
bckm_22166,,,,,,,,,,,,,true,25.68944,-80.185547
bckm_22165,,,,,,,,,,,,,true,25.669443,-80.162216
bckm_22164,,,,,,,,,,,,,true,25.40111,-80.225006
bckm_22163,,,,,,,,,,,,,true,25.494162,-80.188599
bckm_22162,,,,,,,,,,,,,true,25.40222,-80.234161
bckm_22161,,,,,,,,,,,,,true,25.40111,-80.225006
bckm_22160,,,,,,,,,,,,,true,24.945551,-80.577225
bckm_22159,,,,,,,,,,,,,true,25.143888,-80.371933
bckm_22158,,,,,,,,,,,,,true,25.346388,-80.257507
bckm_22157,,,,,,,,,,,,,true,24.945551,-80.577225
bckm_22152,,,,,,,,,,,,,true,24.90222,-80.646666
bckm_22151,,,,,,,,,,,,,true,24.932775,-80.623886
bckm_22150,,,,,,,,,,,,,true,24.894999,-80.664444
bckm_22149,,,,,,,,,,,,,true,24.90222,-80.646666
bckm_22148,,,,,,,,,,,,,true,24.866667,-80.698608
bckm_22147,,,,,,,,,,,,,true,24.880831,-80.702499
bckm_22146,,,,,,,,,,,,,true,24.842497,-80.745834
bckm_22145,,,,,,,,,,,,,true,24.866667,-80.698608
bckm_22144,,,,,,,,,,,,,true,24.797499,-80.846115
bckm_22143,,,,,,,,,,,,,true,24.822931,-80.786171
bckm_22142,,,,,,,,,,,,,true,24.821112,-80.824173
bckm_22141,,,,,,,,,,,,,true,24.797499,-80.846115
bckm_22140,,,,,,,,,,,,,true,24.742773,-80.968887
bckm_22139,,,,,,,,,,,,,true,24.769209,-80.923462
bckm_22138,,,,,,,,,,,,,true,24.718588,-81.026688
bckm_22137,,,,,,,,,,,,,true,24.742773,-80.968887
bckm_22136,,,,,,,,,,,,,true,24.629721,-81.349442
bckm_22135,,,,,,,,,,,,,true,24.70083,-81.360825
bckm_22134,,,,,,,,,,,,,true,24.748606,-81.428055
bckm_22133,,,,,,,,,,,,,true,24.629721,-81.349442
bckm_22132,,,,,,,,,,,,,true,24.706106,-81.108612
bckm_22131,,,,,,,,,,,,,true,24.716532,-81.052673
bckm_22130,,,,,,,,,,,,,true,24.701681,-81.137772
bckm_22129,,,,,,,,,,,,,true,24.706106,-81.108612
bckm_22128,,,,,,,,,,,,,true,24.589998,-81.588333
bckm_22127,,,,,,,,,,,,,true,24.629999,-81.508347
bckm_22126,,,,,,,,,,,,,true,24.68722,-81.553055
bckm_22125,,,,,,,,,,,,,true,24.589998,-81.588333
bckm_22124,,,,,,,,,,,,,true,24.636385,-81.477219
bckm_22123,,,,,,,,,,,,,true,24.677774,-81.478607
bckm_22122,,,,,,,,,,,,,true,24.684996,-81.517775
bckm_22121,,,,,,,,,,,,,true,24.636385,-81.477219
bckm_22120,,,,,,,,,,,,,true,24.553118,-81.715118
bckm_22119,,,,,,,,,,,,,true,24.577551,-81.646225
bckm_22118,,,,,,,,,,,,,true,24.59572,-81.710739
bckm_22117,,,,,,,,,,,,,true,24.553118,-81.715118
bckm_22116,,,,,,,,,,,,,true,24.545832,-82.114441
bckm_22115,,,,,,,,,,,,,true,24.583055,-82.099991
bckm_22114,,,,,,,,,,,,,true,24.593889,-82.137222
bckm_22113,,,,,,,,,,,,,true,24.545832,-82.114441
bckm_22112,,,,,,,,,,,,,true,24.544722,-81.773895
bckm_22111,,,,,,,,,,,,,true,24.560556,-81.729172
bckm_22110,,,,,,,,,,,,,true,24.543871,-81.813499
bckm_22109,,,,,,,,,,,,,true,24.544722,-81.773895
bckm_22060,,,,,,,,,,,,,true,19.887499,-75.121399
bckm_22059,,,,,,,,,,,,,true,19.893042,-75.085281
bckm_22058,,,,,,,,,,,,,true,19.962873,-75.13974
bckm_22057,,,,,,,,,,,,,true,19.887499,-75.121399
bckm_22056,,,,,,,,,,,,,true,19.931391,-75.170288
bckm_22055,,,,,,,,,,,,,true,19.960695,-75.15918
bckm_22054,,,,,,,,,,,,,true,19.901556,-75.223724
bckm_22053,,,,,,,,,,,,,true,19.931391,-75.170288
